"Bilateral Estimates of Migrant Stocks in 2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Destination country (across)                                                              -                                                                                        Source country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cabo Verde","Cambodia","Cameroon","Canada","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Curacao","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","South Sudan","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Martin (French part)","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Other North","Other South","World"
"Singapore","0.0","0.0","149.0","0.0","0.0","0.0","0.0","56.0","0.0","8.0","63077.0","279.0","0.0","0.0","0.0","9406.0","0.0","0.0","0.0","0.0","0.0","31.0","19.0","1.0","0.0","0.0","116.0","2285.0","7.0","0.0","0.0","0.0","125.0","0.0","11731.0","0.0","0.0","0.0","0.0","73.0","12191.0","8.0","0.0","0.0","0.0","12.0","0.0","0.0","2.0","0.0","39.0","59.0","756.0","0.0","0.0","20.0","39.0","276.0","2.0","0.0","0.0","3.0","0.0","0.0","0.0","181.0","2395.0","0.0","0.0","0.0","0.0","1663.0","0.0","51.0","0.0","0.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0","9761.0","90.0","16.0","4308.0","19681.0","0.0","0.0","452.0","0.0","0.0","601.0","0.0","2796.0","6.0","0.0","33.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","657.0","0.0","0.0","13.0","0.0","0.0","0.0","0.0","42474.0","80.0","0.0","21.0","0.0","0.0","40.0","54.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3382.0","0.0","5370.0","2.0","0.0","0.0","0.0","743.0","0.0","0.0","0.0","40.0","0.0","0.0","12.0","825.0","16.0","29.0","0.0","0.0","5.0","49.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","6.0","13.0","0.0","0.0","849.0","0.0","0.0","66.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","744.0","1838.0","0.0","0.0","0.0","2962.0","75.0","0.0","0.0","0.0","0.0","295.0","0.0","0.0","0.0","0.0","3.0","0.0","41143.0","37106.0","5.0","0.0","0.0","14.0","466.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","282213.0"
"Sint Maarten (Dutch part)","0.0","0.0","0.0","0.0","0.0","0.0","27.0","0.0","0.0","394.0","32.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0","0.0","0.0","108.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","490.0","0.0","0.0","0.0","0.0","0.0","21.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16787.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0","0.0","0.0","0.0","0.0","0.0","18.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1601.0","0.0","0.0","0.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","920.0","0.0","0.0","0.0","133.0","0.0","172.0","0.0","0.0","0.0","0.0","994.0","0.0","21830.0"
"Slovak Republic","0.0","0.0","0.0","0.0","0.0","0.0","0.0","202.0","0.0","6.0","5847.0","30000.0","0.0","0.0","0.0","0.0","0.0","0.0","6457.0","0.0","0.0","1.0","0.0","13.0","1991.0","0.0","215.0","0.0","305.0","0.0","0.0","0.0","0.0","0.0","17287.0","0.0","0.0","0.0","0.0","65.0","203.0","10.0","0.0","0.0","0.0","22.0","0.0","0.0","19.0","0.0","160.0","289600.0","1312.0","0.0","0.0","12.0","74.0","38.0","0.0","0.0","0.0","14.0","0.0","19.0","0.0","153.0","4203.0","0.0","0.0","0.0","0.0","66549.0","0.0","295.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24025.0","187.0","0.0","0.0","0.0","0.0","10600.0","0.0","0.0","8236.0","0.0","0.0","20.0","0.0","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","30.0","0.0","0.0","0.0","0.0","19.0","25.0","641.0","0.0","37.0","0.0","0.0","0.0","0.0","0.0","90.0","0.0","0.0","0.0","118.0","0.0","0.0","29.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","3489.0","0.0","0.0","2.0","0.0","0.0","0.0","3543.0","0.0","0.0","0.0","30.0","0.0","0.0","1.0","0.0","1389.0","96.0","0.0","0.0","248.0","1774.0","0.0","0.0","9.0","0.0","0.0","0.0","766.0","1.0","0.0","0.0","0.0","0.0","963.0","0.0","0.0","295.0","0.0","7633.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1369.0","12282.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","467.0","0.0","0.0","0.0","0.0","2148.0","0.0","62462.0","24145.0","14.0","0.0","1.0","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","592292.0"
"Slovenia","0.0","804.0","0.0","0.0","0.0","0.0","0.0","1078.0","0.0","1.0","7978.0","18900.0","0.0","0.0","0.0","0.0","0.0","0.0","1595.0","0.0","0.0","3.0","0.0","8.0","1153.0","0.0","178.0","0.0","38.0","0.0","0.0","0.0","0.0","0.0","10815.0","0.0","0.0","0.0","0.0","51.0","0.0","28.0","0.0","0.0","0.0","8.0","0.0","47768.0","0.0","0.0","17.0","584.0","328.0","0.0","0.0","4.0","35.0","5.0","0.0","0.0","0.0","7.0","0.0","0.0","0.0","33.0","2706.0","0.0","0.0","0.0","0.0","40743.0","0.0","478.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","448.0","37.0","0.0","0.0","0.0","0.0","212.0","0.0","0.0","3796.0","0.0","0.0","6.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","47.0","0.0","439.0","0.0","250.0","0.0","0.0","0.0","0.0","0.0","45.0","0.0","0.0","0.0","58.0","0.0","0.0","56.0","0.0","273.0","0.0","0.0","0.0","0.0","0.0","102.0","0.0","0.0","0.0","0.0","0.0","0.0","324.0","0.0","0.0","0.0","13.0","0.0","0.0","36.0","0.0","164.0","59.0","0.0","0.0","88.0","339.0","0.0","0.0","0.0","0.0","0.0","0.0","13762.0","0.0","0.0","0.0","0.0","216.0","0.0","0.0","0.0","0.0","0.0","1219.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1128.0","3858.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","217.0","0.0","0.0","0.0","0.0","130.0","0.0","0.0","8545.0","22.0","0.0","0.0","84.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","171331.0"
"Solomon Islands","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2238.0","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","34.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","2.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","1.0","297.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0","0.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","21.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","1.0","0.0","63.0","0.0","0.0","108.0","0.0","0.0","119.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.0","3044.0"
"Somalia","0.0","0.0","23215.0","0.0","0.0","0.0","0.0","9.0","0.0","0.0","6865.0","1548.0","0.0","0.0","1075.0","0.0","0.0","0.0","1304.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","22951.0","0.0","0.0","0.0","0.0","14.0","385.0","0.0","0.0","0.0","0.0","15.0","0.0","0.0","0.0","0.0","13.0","65.0","10389.0","102305.0","0.0","4.0","0.0","43038.0","1.0","0.0","2434.0","2.0","475183.0","0.0","0.0","10093.0","1687.0","0.0","0.0","0.0","0.0","8053.0","0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","433.0","1.0","0.0","0.0","0.0","212.0","1391.0","0.0","0.0","11961.0","0.0","0.0","66.0","0.0","482390.0","0.0","0.0","0.0","0.0","2990.0","0.0","0.0","0.0","0.0","0.0","0.0","102471.0","0.0","0.0","3.0","0.0","0.0","0.0","52.0","2870.0","0.0","0.0","19.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","405.0","0.0","0.0","0.0","0.0","25403.0","0.0","1104.0","20.0","0.0","0.0","0.0","25865.0","0.0","499.0","0.0","3.0","0.0","0.0","8.0","0.0","15.0","1.0","0.0","2359.0","6.0","57.0","0.0","0.0","0.0","0.0","26708.0","0.0","0.0","61.0","0.0","0.0","0.0","8.0","20.0","0.0","0.0","18999.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","130.0","0.0","69.0","54221.0","4861.0","2538.0","0.0","3514.0","142.0","0.0","0.0","0.0","0.0","956.0","37.0","0.0","0.0","0.0","14036.0","13.0","11669.0","93181.0","98548.0","1.0","0.0","0.0","2.0","0.0","0.0","0.0","219888.0","0.0","0.0","0.0","0.0","1920875.0"
"South Africa","0.0","0.0","145.0","0.0","0.0","5846.0","46.0","406.0","0.0","24.0","166731.0","2723.0","0.0","60.0","0.0","0.0","0.0","0.0","1540.0","0.0","0.0","212.0","0.0","10.0","3.0","33973.0","1608.0","0.0","140.0","0.0","0.0","0.0","0.0","0.0","46187.0","51.0","0.0","0.0","0.0","12179.0","1925.0","52.0","0.0","0.0","0.0","37.0","0.0","0.0","0.0","0.0","5847.0","548.0","1823.0","0.0","0.0","335.0","181.0","267.0","4.0","0.0","121.0","21.0","0.0","8.0","0.0","771.0","4982.0","0.0","12.0","0.0","0.0","10865.0","0.0","2923.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","366.0","87.0","0.0","0.0","0.0","0.0","7718.0","521.0","11926.0","6026.0","0.0","0.0","51.0","0.0","763.0","0.0","0.0","2075.0","0.0","0.0","0.0","0.0","0.0","0.0","1060.0","0.0","635.0","0.0","0.0","49.0","0.0","0.0","0.0","7849.0","2889.0","0.0","0.0","112.0","0.0","0.0","890.0","222.0","0.0","0.0","40.0","0.0","0.0","0.0","8735.0","0.0","7203.0","0.0","13406.0","0.0","54276.0","3.0","0.0","0.0","0.0","1411.0","0.0","0.0","0.0","39.0","0.0","160.0","136.0","818.0","408.0","11392.0","0.0","0.0","17.0","233.0","0.0","0.0","0.0","0.0","0.0","0.0","89.0","242.0","0.0","0.0","0.0","26.0","75.0","0.0","0.0","0.0","0.0","2485.0","0.0","5.0","10.0","0.0","0.0","0.0","0.0","10216.0","2278.0","7521.0","0.0","0.0","7698.0","2438.0","0.0","0.0","0.0","0.0","0.0","439.0","0.0","0.0","0.0","0.0","19.0","0.0","214009.0","101959.0","42.0","0.0","3.0","59.0","0.0","0.0","0.0","0.0","875.0","11571.0","6.0","104.0","806294.0"
"South Sudan","0.0","0.0","395.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15381.0","339.0","0.0","0.0","1759.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","0.0","21.0","0.0","0.0","0.0","0.0","0.0","8138.0","0.0","2386.0","206427.0","0.0","3.0","0.0","0.0","0.0","4017.0","0.0","0.0","0.0","0.0","1.0","0.0","335.0","82.0","380.0","0.0","0.0","7.0","4.0","732.0","0.0","0.0","1476.0","0.0","165472.0","2.0","0.0","0.0","1533.0","0.0","0.0","0.0","0.0","0.0","26.0","312.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","102.0","0.0","0.0","0.0","0.0","375.0","815.0","0.0","0.0","1378.0","0.0","0.0","241.0","0.0","14200.0","0.0","0.0","0.0","0.0","4888.0","0.0","0.0","0.0","89.0","0.0","0.0","1742.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0","0.0","85.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","2950.0","0.0","0.0","0.0","0.0","2491.0","0.0","0.0","0.0","479.0","0.0","0.0","183.0","1042.0","0.0","0.0","0.0","0.0","0.0","1.0","35.0","66.0","2.0","0.0","3859.0","10.0","138.0","0.0","0.0","0.0","612.0","28883.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","20.0","0.0","3.0","1544.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","83655.0","0.0","0.0","5.0","605.0","62.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","90.0","69.0","0.0","0.0","0.0","151864.0","0.0","19082.0","0.0","25466.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","2650.0","0.0","0.0","0.0","0.0","759057.0"
"Spain","0.0","0.0","161.0","0.0","22411.0","0.0","12.0","99294.0","0.0","41.0","16738.0","4019.0","0.0","59.0","0.0","0.0","0.0","0.0","42900.0","0.0","0.0","28.0","0.0","10242.0","0.0","0.0","31149.0","0.0","1646.0","0.0","0.0","143.0","0.0","0.0","12284.0","39.0","0.0","0.0","0.0","12100.0","3425.0","6455.0","0.0","0.0","0.0","3068.0","0.0","0.0","5008.0","20.0","184.0","1368.0","5732.0","0.0","0.0","10167.0","10888.0","299.0","528.0","1198.0","0.0","149.0","0.0","8.0","0.0","2050.0","315179.0","98.0","0.0","0.0","0.0","116799.0","0.0","18.0","0.0","0.0","0.0","1258.0","38.0","0.0","0.0","2585.0","377.0","396.0","1304.0","349.0","0.0","0.0","0.0","0.0","7833.0","0.0","1924.0","30809.0","0.0","1907.0","266.0","0.0","139.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","109.0","0.0","0.0","15.0","713.0","341.0","586.0","3620.0","0.0","0.0","0.0","0.0","23.0","0.0","0.0","78.0","0.0","185.0","0.0","21700.0","0.0","0.0","308.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21887.0","144.0","0.0","474.0","0.0","0.0","0.0","5442.0","0.0","0.0","0.0","3176.0","0.0","1041.0","5900.0","1313.0","5166.0","16366.0","1772.0","0.0","14506.0","1350.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","24.0","0.0","0.0","3.0","550.0","823.0","0.0","0.0","1074.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","8612.0","61912.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1788.0","0.0","0.0","0.0","45.0","229.0","0.0","84989.0","103068.0","12676.0","0.0","1.0","61332.0","0.0","0.0","0.0","0.0","0.0","0.0","2532.0","0.0","1230969.0"
"Sri Lanka","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0","0.0","1.0","98792.0","957.0","0.0","28.0","9804.0","0.0","0.0","0.0","0.0","0.0","0.0","237.0","37.0","2.0","0.0","1755.0","41.0","4166.0","10.0","0.0","0.0","0.0","48.0","0.0","124137.0","0.0","0.0","0.0","0.0","10.0","6361.0","8.0","0.0","0.0","0.0","44.0","0.0","0.0","5.0","0.0","11627.0","214.0","8032.0","0.0","0.0","0.0","14.0","152.0","4.0","0.0","0.0","8.0","0.0","11.0","0.0","878.0","39629.0","0.0","0.0","0.0","0.0","54325.0","32.0","1791.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","772.0","57.0","181.0","158083.0","0.0","0.0","0.0","579.0","0.0","0.0","80543.0","0.0","10352.0","10873.0","0.0","234.0","0.0","148.0","21653.0","0.0","27251.0","0.0","0.0","29.0","4025.0","0.0","0.0","361.0","0.0","0.0","13.0","0.0","0.0","0.0","0.0","3816.0","8451.0","0.0","23.0","0.0","0.0","0.0","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","618.0","10496.0","0.0","9582.0","0.0","0.0","0.0","0.0","9181.0","14091.0","0.0","0.0","9.0","324.0","0.0","28.0","175.0","93.0","27.0","0.0","100000.0","0.0","569.0","0.0","0.0","0.0","0.0","550000.0","0.0","0.0","568.0","0.0","9817.0","0.0","3.0","22.0","0.0","0.0","970.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0","6911.0","32085.0","0.0","0.0","0.0","5912.0","0.0","0.0","0.0","0.0","0.0","57.0","0.0","0.0","0.0","0.0","63.0","150000.0","134140.0","53321.0","2.0","0.0","0.0","2.0","386.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1780110.0"
"St. Kitts and Nevis","0.0","0.0","0.0","0.0","0.0","0.0","464.0","0.0","0.0","32.0","22.0","2.0","0.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","89.0","0.0","0.0","0.0","0.0","30.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2755.0","0.0","0.0","0.0","0.0","15.0","0.0","13.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","178.0","0.0","11.0","0.0","0.0","58.0","106.0","3.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","0.0","0.0","0.0","0.0","11.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","4.0","144.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","80.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0","0.0","0.0","1032.0","0.0","0.0","0.0","0.0","24.0","0.0","0.0","0.0","0.0","43.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12538.0","0.0","0.0","0.0","4.0","0.0","8326.0","0.0","0.0","0.0","0.0","1822.0","1166.0","29054.0"
"St. Lucia","0.0","0.0","0.0","0.0","0.0","0.0","660.0","0.0","0.0","18.0","54.0","14.0","0.0","58.0","0.0","0.0","4456.0","0.0","0.0","0.0","0.0","73.0","0.0","0.0","0.0","0.0","148.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4821.0","15.0","0.0","0.0","0.0","75.0","0.0","9.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","1.0","0.0","4.0","9.0","0.0","261.0","385.0","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","5039.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","246.0","0.0","0.0","0.0","0.0","223.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","0.0","0.0","23.0","494.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","56.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","0.0","0.0","0.0","10.0","0.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","482.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","75.0","0.0","0.0","290.0","0.0","0.0","0.0","34.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","548.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","8028.0","21712.0","0.0","0.0","0.0","6.0","0.0","3962.0","0.0","0.0","0.0","0.0","4037.0","19.0","56481.0"
"St. Martin (French part)","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0"
