"Bilateral Remittance Estimates for 2010 using Migrant Stocks, Host Country Incomes, and Origin Country Incomes (millions of US$) (May 2013 Version)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remittance-receiving country (across)                                                              -                                                 Remittance-sending country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Côte d'Ivoire","Croatia","Curaçao","Cuba","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","São Tomé and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Martin (French part)","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Total"
"Australia","10.1511878967285","2.20962619781494","2.16080594062805","","","0.0210831314325333","0.0187741257250309","9.81899738311768","1.53361785411835","","0.0","109.407485961914","0.358865529298782","","","66.4571838378906","0.323636174201965","0.536297500133514","144.46012878418","0.161841958761215","0.0205896180123091","","0.0548744276165962","1.30139267444611","51.2187309265137","1.28193175792694","31.3140201568604","","4.11381435394287","0.00536861829459667","0.416669338941574","27.8481864929199","0.109870947897434","","0.025904256850481","","","","","0.152643799781799","1827.97570800781","15.4463472366333","","","","1.85806381702423","0.275572538375854","126.277191162109","","","21.8108310699463","83.4323959350586","52.9462966918945","","0.00456567155197263","0.342952609062195","4.30653095245361","157.553039550781","29.4572582244873","","","4.73203134536743","5.4910626411438","","52.614387512207","25.6748104095459","249.402908325195","","","0.45344415307045","0.383682399988174","480.690704345703","0.87905353307724","173.817108154297","","0.0811543315649033","","1.94885468482971","0.152231648564339","0.0104269152507186","0.522916495800018","0.165133312344551","0.943738222122192","42.8154335021973","115.789154052734","0.361291229724884","1080.44409179688","217.267669677734","25.7795734405518","5.91845989227295","56.6112937927246","","14.4642953872681","460.524932861328","2.08184790611267","109.899894714355","29.3573837280273","0.0732342302799225","23.6656970977783","","","301.711029052734","","","0.859936237335205","1.33552169799805","15.2944927215576","1110.76879882813","0.244743466377258","0.401408106088638","","","14.4457597732544","5.9639048576355","3.19444584846497","51.8235130310059","","0.171898975968361","85.0456924438477","0.575730562210083","0.121052466332912","17.9612293243408","","","36.9866828918457","4.71547651290894","","1.61958038806915","","2.79888272285461","0.0","3.66850876808167","0.208981826901436","","1.08043003082275","35.0620460510254","188.082443237305","","657.2880859375","1.11582040786743","0.02188540995121","84.2055892944336","","17.8744506835938","3.26304125785828","52.8820381164551","","0.610259294509888","6.65544319152832","0.645139336585999","19.5417671203613","755.25634765625","154.710876464844","31.0446643829346","","","25.3615798950195","10.1985692977905","0.293229877948761","20.6336364746094","","0.00341753195971251","7.50452709197998","1.09899914264679","0.0","4.46412229537964","1.16490769386292","","","17.8406448364258","19.0224437713623","0.784174621105194","","177.809280395508","121.473289489746","183.562438964844","0.0468451008200645","0.0194876194000244","","0.0391818024218082","41.1992568969727","0.00217047519981861","0.138891667127609","21.8695201873779","100.66291809082","23.0804576873779","0.458700299263","1.01063895225525","186.663040161133","","0.21665695309639","14.6879091262817","0.419665455818176","2.0789680480957","9.36823654174805","","","","5.15534114837646","15.8839855194092","","1906.88537597656","177.785064697266","3.52094864845276","","4.55919694900513","0.590727865695953","724.932922363281","","","0.816490113735199","2.13499116897583","","13474.888634127103"
"Austria","0.0","2.0571117401123","1.28535795211792","","","0.0","0.0","0.817755043506622","0.803088366985321","","8.02254295349121","0.0","0.227478116750717","","","5.99358177185059","0.0","0.2049850076437","45.1566696166992","0.0","0.0","","0.0","0.0","213.553009033203","0.0","10.7824678421021","","11.0752401351929","0.0","0.0","0.769647777080536","0.0","","0.0","","","","","0.00588546367362142","56.2328910827637","0.0","","","","0.0","0.0","89.9886474609375","","","0.287771463394165","283.5087890625","6.58309650421143","","0.0","0.0","0.0","47.0099105834961","0.0","","","0.401276826858521","0.0","","0.0","4.37942171096802","75.5360946655273","","","0.0","0.618800580501556","742.523071289063","0.0","5.01133060455322","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","182.914520263672","0.102077431976795","56.8062324523926","3.83237457275391","13.4844675064087","0.601610600948334","0.642041563987732","","3.10550928115845","60.8718681335449","0.0","5.98089265823364","3.38914227485657","0.0","0.0","","","7.92824697494507","","","0.0","0.0","1.22649621963501","17.7249183654785","0.0","0.0","","","2.00034499168396","19.0571727752686","0.0","18.2454948425293","","0.0","0.0","0.0","0.0","0.02982097864151","","","0.0","1.71535503864288","","1.02283942699432","","0.0","0.0","2.63020062446594","0.0","","0.0","0.0","13.5012159347534","","0.436469852924347","0.0","0.0","99.605110168457","","3.58486986160278","0.0","7.12272977828979","","0.0","0.0","0.0","2.79052448272705","59.7331047058105","186.699020385742","2.03583669662476","","","83.9521865844727","4.46349620819092","0.0","0.0","","0.0","0.40927928686142","0.0","2245.03540039063","0.0","0.0","","","76.1828155517578","42.1594352722168","0.0","","3.43800282478333","21.0710067749023","0.0","0.0","0.0","","0.0","0.888458847999573","0.0","0.0","9.02336311340332","106.231483459473","5.69629669189453","0.0","0.0","16.1358890533447","","0.0","0.0","0.0","9.24184322357178","37.9048652648926","","","","0.0","4.27170896530151","","14.1639213562012","20.9698486328125","0.0","","0.0","0.0","11.829665184021","","","0.0931357517838478","0.0","","5104.818533938849"
"Azerbaijan","0.0","0.0","0.0","","","0.0","0.0","0.0","43.2746086120605","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","3.59375143051147","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","23.5725498199463","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","7.83412933349609","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","78.27503919601436"
"Bahamas, The","0.0","0.0","0.0","","","0.0","0.00401179865002632","0.0053981514647603","0.0","","0.214015737175941","0.101850040256977","0.0","","","0.0","0.0749393329024315","0.0","0.420697659254074","0.0182580463588238","0.0","","0.0","0.0","0.0","0.0","0.123149141669273","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.512183606624603","0.0612348504364491","","","","0.25893846154213","0.0","0.0","","","0.0","0.0","0.160253047943115","","0.0155150638893247","0.243320479989052","0.0311059542000294","0.0","0.0","","","0.0","0.0","","0.0","0.0","1.24858665466309","","","0.0","0.0","0.739325344562531","0.012954737059772","0.0615891814231873","","0.01791319437325","","0.0623308941721916","0.0","0.0","0.489102751016617","26.9128608703613","0.0524411499500275","0.0109117766842246","0.0","0.0","1.01782631874084","0.0","0.0","0.0","0.0557124689221382","","0.0135939577594399","0.166751801967621","6.53935861587524","0.0837145820260048","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.13204737007618","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0560101829469204","","0.0234801322221756","0.00772974593564868","0.0","1.98583543300629","","0.0361576490104198","0.0","0.0","","0.0376305468380451","0.0","0.0","0.0837208107113838","0.616040349006653","0.0188815649598837","0.0127226887270808","","","0.0327141173183918","0.0114836124703288","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.104817904531956","0.342586904764175","0.017829155549407","0.0185450129210949","0.0405716821551323","","0.0163282621651888","0.0","0.0","0.0","0.0648453831672668","0.999627292156219","0.0","0.0","0.0","0.0198213923722506","","0.0","0.0","0.0723824873566628","0.0","0.00383331836201251","","","","0.0","0.0","","2.47554397583008","8.64615058898926","0.0","","0.0","0.00606111995875835","0.0","","","0.0","0.0","","55.61324435542334"
"Bahrain","0.0","0.0","3.58805704116821","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","116.587951660156","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","596.164367675781","0.0","28.1339797973633","0.211770460009575","0.0","","0.0","0.0","0.0","0.0","2.07416129112244","0.0","0.0","","","0.0","","","0.0","0.0","0.0","2.95221424102783","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","4.34517526626587","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","1.76541268825531","113.003479003906","","0.0","0.0","0.0","0.0","122.078247070313","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","8.25208377838135","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","3.68740630149841","0.0","0.0","0.0","0.0","2.80221939086914","0.0","0.0","0.0","","0.0","0.0","0.0","2.1782054901123","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","1.72258806228638","0.0","","1009.5473192185161"
"Bangladesh","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3119.7998046875","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","27.9869289398193","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","3147.7867336273193"
"Barbados","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.113427966833115","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.19098424911499","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.469893217086792","","0.0","0.0","0.0","1.61595106124878","0.0","0.0","0.0","0.0","0.0","1.70370256900787","0.0","0.0","0.0","0.0","","0.0","0.0","1.08591663837433","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","2.90898180007935","","3.28489446640015","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.542275846004486","0.0","0.0","","","","0.0","0.0","","6.10942888259888","3.15019583702087","0.0","","0.0","0.0","0.0","","","0.0","0.0","","21.175652533769615"
"Belarus","0.0","0.0","0.0","","","0.0","0.0","0.0","6.55148696899414","","0.0","0.0","3.71291208267212","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","1.31693983078003","10.4441556930542","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0559874624013901","0.0","","","0.0","","","0.0","0.0","2.79213666915894","0.0","0.0","0.0","","","14.1412963867188","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","4.21370792388916","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","528.1552734375","0.0","","","0.0","320.775604248047","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","114.270790100098","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","1006.4302908033137"
"Belgium","0.504827380180359","1.6025538444519","37.3612823486328","","","0.123966969549656","0.00154914695303887","1.2793493270874","1.55309247970581","","5.48876428604126","21.0243110656738","0.127330422401428","","","4.02283954620361","0.0258329398930073","0.19895276427269","0.0","0.0229174178093672","0.43626007437706","","0.0275774803012609","1.51964139938354","0.0817037150263786","0.031306080520153","16.3768768310547","","3.7046275138855","0.125787004828453","1.70890545845032","1.37847328186035","1.71892750263214","","0.425291359424591","","","","","0.0258598066866398","96.7336578369141","8.18664169311523","","","","0.910191535949707","1.22346937656403","0.0732163265347481","","","0.238504484295845","17.7079658508301","18.3195247650146","","0.0342240072786808","4.78621482849121","4.30111789703369","10.0713672637939","1.02789545059204","","","2.46463584899902","1.04780733585358","","0.020042771473527","9.44415283203125","1703.38134765625","","","0.481374323368073","0.385883688926697","324.749847412109","0.878578901290894","18.8926906585693","","0.00416078744456172","","3.83463644981384","0.32986706495285","0.0740176886320114","0.0766906142234802","3.11398649215698","0.561306178569794","0.989355206489563","34.3696327209473","0.125980123877525","76.8201370239258","12.2472639083862","4.72899007797241","0.203461423516274","3.5821897983551","","5.42798805236816","254.034561157227","0.641526520252228","11.9513511657715","3.8371274471283","0.0293210875242949","1.56049275398254","","","22.5534954071045","","","0.23493418097496","0.178474828600883","4.75313758850098","51.5837516784668","0.0254847630858421","0.0739786699414253","","","8.54271125793457","354.495208740234","0.0685780271887779","0.0543890409171581","","0.0149373868480325","0.439198344945908","0.00493378005921841","0.467684864997864","0.0578628778457642","","","5.79874181747437","2.77391147613525","","0.811631083488464","","0.446453988552094","0.0","383.158081054688","0.0952034071087837","","0.0355235673487186","1.81999552249908","251.597305297852","","0.544769287109375","0.285159379243851","0.340557664632797","51.5698852539063","","6.38344049453735","0.0208164695650339","20.0789413452148","","0.425556749105453","0.0109207239001989","0.409620940685272","5.88519287109375","41.5708274841309","104.409027099609","43.2450942993164","","","31.7000846862793","16.7115116119385","11.0243844985962","0.0045167151838541","","0.00758706964552403","0.312624365091324","6.94028377532959","0.0","0.146238520741463","0.263616859912872","","","3.85453534126282","0.0535829178988934","0.00160986720584333","","4.91063833236694","291.834136962891","1.76130378246307","0.0","0.00537571683526039","","0.00111226120498031","0.501252472400665","0.014494763687253","0.035180926322937","11.4145669937134","39.5489692687988","7.59023475646973","0.125292181968689","0.127584025263786","22.9861335754395","","2.7161111831665","0.0042113596573472","0.0257716104388237","37.0938606262207","22.17112159729","","","","0.84862494468689","1.9504097700119","","40.6167907714844","33.753849029541","0.14793336391449","","0.0362328626215458","0.234431087970734","30.947774887085","","","0.0551366731524467","0.121556304395199","","4732.669290971477"
"Belize","0.0","0.0","0.0","","","0.0","0.000728353741578758","0.0033982046879828","0.0","","0.0490721389651299","0.0680295377969742","0.0","","","0.0023576901294291","0.0107033224776387","0.0","0.123104773461819","0.0","0.0","","0.0","0.046646174043417","0.0","0.00266538583673537","0.0309460684657097","","0.0","0.0","0.0","0.0","0.0","","0.000711426604539156","","","","","5.80896848987322e-05","5.79778099060059","0.0450829118490219","","","","0.358877092599869","0.0","0.0107018239796162","","","0.00127994758076966","0.0219330061227083","0.0505005121231079","","0.00088923959992826","0.050435408949852","0.00485484162345529","0.00755601609125733","15.8339147567749","","","0.00247551081702113","0.000454624881967902","","0.00162534171249717","0.0","0.10510416328907","","","0.0","0.00871844775974751","0.303874790668488","0.00150960020255297","0.00163492269348353","","0.00698237959295511","","64.1768341064453","0.000521222013048828","0.00133363518398255","0.0612696036696434","0.0451976098120213","19.9960155487061","0.0696321800351143","0.0","0.0","1.2148689031601","0.0120752668008208","0.0175113100558519","0.00025188660947606","0.00843832362443209","","0.00372474524192512","0.0313682183623314","0.695175468921661","0.0219573248177767","0.0","0.0","0.00128207565285265","","","0.0883083194494247","","","0.0","0.0","0.0","0.435133159160614","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.00105273921508342","0.005211868789047","0.0","0.0","0.0","","","0.00194412714336067","5.11693096160889","","0.0","","0.00791554339230061","0.0","0.0","0.0","","0.0","0.00328910467214882","0.0295783411711454","","0.00538119114935398","0.326167523860931","0.00693444348871708","1.2905467748642","","0.0151493102312088","0.0","0.0256397090852261","","0.135040581226349","0.0","0.09705700725317","0.0287926997989416","0.0815020054578781","0.00305891432799399","0.00847878772765398","","","0.0","0.00193171796854585","0.0","0.0","","0.0","0.00174632621929049","0.0","0.0","0.0","0.000524643925018609","","","0.0","0.0","0.0","","0.0259343255311251","0.134155362844467","0.0360554493963718","0.0","0.000921140017453581","","0.00281490897759795","0.0","0.0","0.0","0.00292997760698199","0.0947953909635544","0.0","0.0","0.0","0.0","","0.0","0.0","0.0107402456924319","0.0","0.0","","","","0.00144370854832232","0.0","","0.564770519733429","5.19176721572876","0.0","","0.0","0.00231027090921998","0.00312040676362813","","","0.0","0.0","","123.10113964842097"
"Benin","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.86192387342453","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","18.4248733520508","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","24.6742649078369","549.590087890625","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","32.8425941467285","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","626.3937441706657"
"Bermuda","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","3.06389379501343","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","8.59530925750732","8.38241481781006","0.0","","0.0","0.0","0.0","","","0.0","0.0","","20.04161787033081"
"Bhutan","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","3.68008232116699","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","122.552978515625","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.247623488306999","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","1.42121529579163","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.251168519258499","0.0","","0.0","0.0","0.0","","","0.0","0.0","","128.15306814014912"
